endpoint,panel,row_id,episode_id,target,transition,k_low,k_high,retained_first_low,retained_first_high,retained_second_low,retained_second_high,nested_prefix,observations_changed,row_check_pass,exact_posterior_nll_low,exact_posterior_nll_high,exact_posterior_delta,model_ascent_nll_low,model_ascent_nll_high,model_ascent_delta,model_foundation_nll,foundation_nll_identical_across_k
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0017,0ca94bd10193453a,4,rounds_2_to_3,2,3,7 3,7 3 2,7 1,7 1 1,True,True,True,1.6823256281825927,1.2550302943889728,0.42729533379361984,3.0623086464758376,2.500981579996088,0.5613270664797496,2.588232208903453,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0018,5258612cbbc401cd,8,rounds_2_to_3,2,3,1 3,1 3 1,7 7,7 7 7,True,True,True,0.8647367176286133,0.07264634655690541,0.7920903710717079,2.390336198738624,2.5604213268296534,-0.1700851280910296,2.0413285201226015,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0019,08e45ae8062e908a,8,rounds_2_to_3,2,3,7 7,7 7 7,1 1,1 1 6,True,True,True,0.04269256488145095,0.07264634655690565,-0.029953781675454698,2.9531016985980583,2.831950389339688,0.12115130925837025,0.5415587953366636,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0020,33e12f9382c9a462,6,rounds_2_to_3,2,3,1 4,1 4 7,3 6,3 6 0,True,True,True,3.1578511230304263,3.6332863107623985,-0.47543518773197224,2.657885706758475,2.9520340368490476,-0.2941483300905725,1.4390144913468352,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0021,11fc25b503005a74,3,rounds_2_to_3,2,3,2 2,2 2 2,1 3,1 3 1,True,True,True,0.8652492315204161,0.07264793420332293,0.7926012973170932,2.5282120460317166,2.214258700449662,0.3139533455820547,2.7512216058866135,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0022,305625006975ed22,6,rounds_2_to_3,2,3,7 1,7 1 5,1 4,1 4 4,True,True,True,3.4148962260203173,3.4224622112951817,-0.007565985274864406,2.8895410801458588,2.5281803961943115,0.3613606839515473,2.4586765418362138,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0023,5218fe279c0b7bac,10,rounds_2_to_3,2,3,3 3,3 3 3,7 7,7 7 7,True,True,True,0.042711615947834805,0.002398991585317672,0.04031262436251713,1.8568820002827287,1.9927899334963548,-0.13590793321362615,3.501835362033907,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0024,3efb80217537873f,6,rounds_2_to_3,2,3,2 0,2 0 2,4 4,4 4 4,True,True,True,0.8647367176286133,0.07264634655690541,0.7920903710717079,2.299150973868224,2.3057035330080384,-0.006552559139814562,1.8745113279682943,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0025,1fa71932052c18a6,5,rounds_2_to_3,2,3,3 6,3 6 3,2 2,2 2 2,True,True,True,0.8678157484566401,0.07265587247321934,0.7951598759834207,2.4934123922826297,2.6738822782213747,-0.18046988593874502,2.3331945996618244,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0026,4e9c5ee79dc5d145,1,rounds_2_to_3,2,3,1 1,1 1 1,5 7,5 7 3,True,True,True,3.7559628113306935,4.0785655454356196,-0.322602734104926,3.694270806972016,3.504104661159518,0.1901661458124977,4.227725055786837,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0027,3836e464f62796c0,12,rounds_2_to_3,2,3,5 6,5 6 0,6 7,6 7 6,True,True,True,0.9999065198626464,1.2043949987689835,-0.20448847890633703,2.502371821843928,2.4938994325566877,0.008472389287240478,3.8635024424421607,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0028,70a57ee82afeabd9,8,rounds_2_to_3,2,3,7 4,7 4 4,7 4,7 4 4,True,True,True,1.5781853689299956,0.14253696106570535,1.4356484078642904,2.085384583567145,2.601404853907391,-0.5160202703402459,3.1359739583877997,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0029,2342a33f739ed9e9,10,rounds_2_to_3,2,3,3 3,3 3 3,7 7,7 7 7,True,True,True,0.042711615947834805,0.002398991585317672,0.04031262436251713,1.4537361353865574,1.970945247854039,-0.5172091124674816,2.766278777811563,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0030,0df94047dfa71133,11,rounds_2_to_3,2,3,4 4,4 4 4,7 7,7 7 7,True,True,True,0.04272114161713225,0.0023990209865087228,0.04032212063062353,1.2534282136447834,2.2030712757483757,-0.9496430621035923,3.865637669291739,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0031,4c21530574c62973,10,rounds_2_to_3,2,3,2 4,2 4 4,6 6,6 6 3,True,True,True,0.8679870840177547,0.1427179022460308,0.725269181771724,1.5903905080687237,1.8845589091405683,-0.2941684010718446,3.2660068729297365,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0032,6f37c88a97ad4ab6,7,rounds_2_to_3,2,3,2 2,2 2 2,5 4,5 4 5,True,True,True,0.8645659380192834,0.07264581734199316,0.7919201206772902,2.6399410608262524,2.764312863043124,-0.12437180221687161,2.4060500349099607,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0033,7105dd83f914f30b,5,rounds_2_to_3,2,3,5 5,5 5 5,0 0,0 0 0,True,True,True,0.042702090369274984,0.002398962184127263,0.040303128185147724,3.2452607606670485,3.3613570805074837,-0.11609631984043522,3.2203602659221793,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0034,4137e10c704634e2,12,rounds_2_to_3,2,3,2 6,2 6 6,6 3,6 3 6,True,True,True,1.6884418552000287,0.14289887617199198,1.5455429790280366,3.2223872237455113,2.5803983660542706,0.6419888576912407,4.402994181360378,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0035,63d0ab5411a58c5c,12,rounds_2_to_3,2,3,5 4,5 4 0,7 1,7 1 7,True,True,True,1.6884418552000287,1.258281773252527,0.43016008194750155,2.717179465336307,2.5577743447547956,0.15940512058151146,3.095423642580636,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0036,681ec4c0033dc12c,7,rounds_2_to_3,2,3,2 2,2 2 2,5 5,5 5 4,True,True,True,0.04268303948436074,0.07264581734199316,-0.02996277785763242,2.873631830427803,2.800218229061009,0.07341360136679409,2.20115292773259,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0037,6aefc82f59f76c16,9,rounds_2_to_3,2,3,5 5,5 5 7,4 6,4 6 6,True,True,True,0.8649075264085999,2.97581696385305,-2.11090943744445,3.0028512362297506,3.1180558285965185,-0.11520459236676794,2.9094194747402917,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0038,5d05b0288b6e8097,2,rounds_2_to_3,2,3,0 0,0 0 0,2 2,2 2 5,True,True,True,0.042730667377168935,0.0726574601347606,-0.029926792757591664,2.0503495284311084,3.6344674057118103,-1.5841178772807019,4.018292326923832,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0039,0242cf31bd860613,3,rounds_2_to_3,2,3,0 3,0 3 0,3 3,3 3 5,True,True,True,0.8652492315204161,0.14272742637302557,0.7225218051473905,2.331877284930525,3.075813381015423,-0.743936096084898,3.6280433353110357,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0040,24e1c16fd48396f5,10,rounds_2_to_3,2,3,7 7,7 7 7,7 3,7 3 3,True,True,True,0.8650783643692103,0.07264740498757047,0.7924309593816398,2.7865298806132945,2.995059622999239,-0.20852974238594424,3.4147119146150735,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0041,560b2948982b31e0,6,rounds_2_to_3,2,3,6 0,6 0 2,0 0,0 0 1,True,True,True,0.8647367176286134,1.2488984407356232,-0.3841617231070098,2.6482153089802254,2.762244969544939,-0.11402966056471353,3.382133456812035,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0042,7d62caa1956d94a2,5,rounds_2_to_3,2,3,7 0,7 0 0,5 2,5 2 0,True,True,True,1.628900461509012,1.2519596676160079,0.37694079389300406,3.310062717552825,3.2621462647489965,0.0479164528038285,2.6881726877565946,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0043,63b62449fca4207c,13,rounds_2_to_3,2,3,7 2,7 2 7,6 6,6 6 0,True,True,True,0.8685012669067934,0.14290840202276958,0.7255928648840239,2.224449111395221,1.6578507423682032,0.5665983690270178,3.07399807374701,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0044,324203116fff2aac,6,rounds_2_to_3,2,3,4 4,4 4 1,2 2,2 2 3,True,True,True,0.04269256488145083,0.14253696106570535,-0.09984439618425452,2.520491329295988,2.4771865222777465,0.043304807018241576,2.4832828779817997,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0045,1945e6a30382c445,8,rounds_2_to_3,2,3,3 3,3 3 1,5 5,5 5 5,True,True,True,0.04269256488145083,0.07264634655690552,-0.02995378167545469,1.9594467339605175,2.441710861330302,-0.4822641273697843,2.369967696817556,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0046,25be2766afc07970,7,rounds_2_to_3,2,3,5 7,5 7 3,2 2,2 2 2,True,True,True,0.8645659380192836,1.1879747513928534,-0.32340881337356975,2.94955168472277,2.6266032682191534,0.3229484165036167,1.9003867420159921,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0047,0d1c4e91e1f461e4,12,rounds_2_to_3,2,3,5 4,5 4 5,7 7,7 7 7,True,True,True,0.8683298432327643,0.0726574601347606,0.7956723830980037,2.176873727091305,2.208888661105636,-0.032014934014330976,4.402583941796554,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0048,6dc3b45e12803897,7,rounds_2_to_3,2,3,6 7,6 7 5,2 2,2 2 2,True,True,True,3.6398906400779394,1.1879747513928534,2.451915888685086,3.093306078372027,3.220294885362296,-0.1269888069902687,2.5305079754104343,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0049,16591964c0a0e39d,8,rounds_2_to_3,2,3,7 7,7 7 7,4 1,4 1 1,True,True,True,0.8647367176286134,0.07264634655690565,0.7920903710717078,2.978630125969064,2.9415762500116682,0.03705387595739573,1.9336251530509823,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0050,334fac04aa9145e1,5,rounds_2_to_3,2,3,3 3,3 3 3,2 1,2 1 2,True,True,True,0.8649075264085999,0.07264687577209797,0.792260650636502,2.3600287101458206,2.3299753516965263,0.030053358449294354,2.1615176714517665,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0051,02acd784efea7dc1,4,rounds_2_to_3,2,3,0 0,0 0 0,4 0,4 0 2,True,True,True,0.86507836436921,1.1880033186043624,-0.32292495423515233,1.7307031224976137,1.6635763654474878,0.06712675705012594,2.2697071091740746,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0052,6f488c097140811b,6,rounds_2_to_3,2,3,0 1,0 1 0,6 6,6 6 6,True,True,True,0.8647367176286133,0.07264634655690541,0.7920903710717079,2.509528920940741,2.460120180278296,0.04940874066244483,2.1329848495571007,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0053,50fd9ea913b4285a,12,rounds_2_to_3,2,3,1 6,1 6 6,6 6,6 6 6,True,True,True,0.8683298432327643,0.0726574601347606,0.7956723830980037,2.521874931496959,1.6051029480425913,0.9167719834543677,3.9290047164433757,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0054,0d2903c379194f84,4,rounds_2_to_3,2,3,0 0,0 0 0,4 4,4 4 1,True,True,True,0.042711615947834805,0.07264740498757036,-0.029935789039735552,1.2076100890923318,1.9179439704209962,-0.7103338813286644,2.405623768112539,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0055,4d94b9f173b7934b,5,rounds_2_to_3,2,3,3 3,3 3 0,2 2,2 2 2,True,True,True,0.042702090369274984,0.07264687577209797,-0.029944785402822985,2.2264526943447818,2.344936470466814,-0.11848377612203231,2.5541140848247212,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0056,03a6f0b04eacedd3,3,rounds_2_to_3,2,3,1 1,1 1 1,5 2,5 2 2,True,True,True,0.8681584489397747,0.07265693091396673,0.7955015180258079,2.7414282712352445,2.4486645334267276,0.29276373780851683,2.5749281982932586,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0057,113de9e2fd78facc,7,rounds_2_to_3,2,3,2 2,2 2 6,5 1,5 1 1,True,True,True,0.8645659380192834,2.339628234268347,-1.4750622962490638,2.9927262995271025,2.8942376380634833,0.09848866146361912,2.2701089090003865,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0058,31ebd1acea0824ac,3,rounds_2_to_3,2,3,0 0,0 0 0,3 3,3 3 4,True,True,True,0.04272114161713225,0.07265693091396673,-0.029935789296834478,1.4270298929068015,2.0676121946182584,-0.6405823017114569,2.1969403631779563,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0059,6da738f88f244539,7,rounds_2_to_3,2,3,7 1,7 1 2,5 5,5 5 0,True,True,True,3.63989064007794,1.2008281986192142,2.4390624414587254,3.068884337038652,2.9140800829479927,0.15480425409065912,2.6549591339569725,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0060,6ec167e631cd68a0,5,rounds_2_to_3,2,3,2 2,2 2 7,6 3,6 3 3,True,True,True,0.8678157484566399,0.14287029916409802,0.7249454492925419,2.8205996299001277,3.0424246636472994,-0.22182503374717166,2.8296461288390167,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0061,5fdf4a94a7e7da4c,0,rounds_2_to_3,2,3,0 0,0 0 0,7 0,7 0 0,True,True,True,0.868672719971937,0.07265851857718857,0.7960142013947484,3.2843621711424085,3.4102030426494347,-0.12584087150702628,3.109829188195956,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0062,2384345022216607,2,rounds_2_to_3,2,3,2 2,2 2 2,7 0,7 0 0,True,True,True,0.8683298432327643,0.07265746013476072,0.7956723830980036,3.259232219012376,3.0704966990951297,0.18873551991724646,3.6669007965037346,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0063,6bd9e9a3bcae195c,7,rounds_2_to_3,2,3,4 1,4 1 1,6 6,6 6 6,True,True,True,0.8645659380192834,0.07264581734199305,0.7919201206772903,2.8683541288302097,2.9365359290023294,-0.06818180017211972,2.3112166916250576,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0064,28373a905e333996,8,rounds_2_to_3,2,3,4 2,4 2 2,6 6,6 6 6,True,True,True,0.8647367176286133,0.07264634655690541,0.7920903710717079,2.576088241322715,2.7735269817484993,-0.19743874042578424,2.8911450620062418,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0065,40b6a49ae7554d63,10,rounds_2_to_3,2,3,7 7,7 7 7,4 3,4 3 3,True,True,True,0.8650783643692103,0.07264740498757047,0.7924309593816398,2.692267177067048,2.763341628763735,-0.07107445169668702,3.90415181499135,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0066,7897a97e32d130aa,3,rounds_2_to_3,2,3,0 2,0 2 2,1 1,1 1 1,True,True,True,0.8652492315204161,0.07264793420332293,0.7926012973170932,2.6679257764874342,2.3753552652968613,0.292570511190573,4.412278523670614,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0067,3c8bce32d27fe0ab,7,rounds_2_to_3,2,3,6 0,6 0 0,7 7,7 7 0,True,True,True,0.8645659380192834,0.1425274387525451,0.7220384992667384,3.2182393045976943,3.1905935488863086,0.02764575571138561,2.2979050122202387,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0068,531e23ab49362514,5,rounds_2_to_3,2,3,5 5,5 5 5,1 0,1 0 5,True,True,True,0.8649075264085999,1.1879937961098495,-0.32308626970124954,2.829229915569294,2.8996364393551,-0.07040652378580603,3.1543637701729574,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0069,5e508ccc7e4b4b11,4,rounds_2_to_3,2,3,2 3,2 3 3,7 3,7 3 1,True,True,True,3.449987545831587,1.2521300108580518,2.1978575349735356,2.934692861398083,2.592622393070023,0.34207046832806,2.8909271889901875,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0070,18a2a97350e9092a,12,rounds_2_to_3,2,3,0 7,0 7 4,5 5,5 5 2,True,True,True,0.8683298432327643,1.258281773252527,-0.3899519300197628,2.556425865947032,2.7655379699347833,-0.20911210398775149,4.049775742980327,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0071,769b37ac6af24674,8,rounds_2_to_3,2,3,3 3,3 3 2,1 5,1 5 6,True,True,True,0.8647367176286133,1.2009900502016666,-0.33625333257305334,2.1991279993809045,2.4784230588779965,-0.279295059497092,3.180883686826305,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0072,6851204a47e0ff6e,9,rounds_2_to_3,2,3,4 4,4 4 4,5 5,5 5 5,True,True,True,0.042702090369274984,0.0023989621841273745,0.040303128185147606,2.880673991421563,3.2818825479487033,-0.4012085565271404,2.581101533218475,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0073,5cce8c0c1be1e425,5,rounds_2_to_3,2,3,2 2,2 2 2,7 3,7 3 3,True,True,True,0.8678157484566399,0.07265587247321934,0.7951598759834205,2.6877745195005476,2.7017939498628607,-0.014019430362313123,1.7323574476268044,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0074,6a14daac338ea4dc,7,rounds_2_to_3,2,3,0 0,0 0 5,7 7,7 7 3,True,True,True,0.04268303948436062,0.1425274387525451,-0.09984439926818447,2.4606609043696928,2.939879156410618,-0.4792182520409254,2.255845118418492,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0075,7f6fbd80833cc653,12,rounds_2_to_3,2,3,6 1,6 1 6,7 6,7 6 2,True,True,True,1.6376087894007965,1.2553720578919576,0.38223673150883886,3.0501466710102174,2.798664719673544,0.2514819513366735,4.25738327234712,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0076,635f2ee5ad53b2ce,4,rounds_2_to_3,2,3,2 1,2 1 6,2 6,2 6 7,True,True,True,1.6317948195353766,2.311530470780079,-0.6797356512447021,2.5820313859380004,2.72567046432865,-0.14363907839064938,3.1028405264021117,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0077,76a9993079be8d02,10,rounds_2_to_3,2,3,5 4,5 4 2,3 5,3 5 0,True,True,True,1.5836950247409654,2.2634306759856675,-0.6797356512447021,1.9806826087812837,2.309794405626617,-0.3291117968453332,5.029819399274449,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0078,3d9e87500bb1660d,3,rounds_2_to_3,2,3,2 2,2 2 2,2 1,2 1 1,True,True,True,0.8652492315204161,0.07264793420332293,0.7926012973170932,1.9731169208752972,2.252095685380732,-0.2789787645054347,2.731808079892875,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0079,340862aebf105890,6,rounds_2_to_3,2,3,3 3,3 3 3,3 3,3 3 3,True,True,True,0.04269256488145083,0.0023989327829380524,0.04029363209851278,1.3558294280293963,1.6893069969166772,-0.33347756888728086,3.047449569188096,True
qwen2p5-1p5b-instruct,sum_numeric_candidate_panel_2,sum_numeric_candidate_p02_r0080,23de346c11f99a42,10,rounds_2_to_3,2,3,5 5,5 5 5,5 7,5 7 1,True,True,True,0.86507836436921,1.1881652148863393,-0.32308685051712926,2.7253176883980927,2.774468511083861,-0.049150822685768425,3.094073580182393,True
